,A,B,C,Y,option_a,option_b,option_c,option_d,correct_answer,model_answer
0,0.9175123572349548,3.29634165763855,1.1820964813232422,-1.7963472604751587,-1.209555745124817,-2.2652981281280518,-1.385676383972168,-1.7963472604751587,d,d
1,4.3161516189575195,2.100719690322876,-2.2809250354766846,-0.2433556616306305,-0.2396843582391739,-0.2433556616306305,1.2989908456802368,-1.3181312084197998,b,b
2,4.47943115234375,3.4006216526031494,-3.0758283138275146,-0.37958186864852905,0.34053272008895874,-0.37958186864852905,-1.0314680337905884,-0.9229838848114014,b,b
3,4.866466999053955,1.5433058738708496,-1.1560992002487183,-0.15856531262397766,-0.3193497061729431,0.40958371758461,0.17845416069030762,-0.15856531262397766,d,d
4,2.6072189807891846,-4.037506580352783,2.6858365535736084,0.7742936611175537,0.7742936611175537,1.1695036888122559,0.04329729080200195,0.40159547328948975,a,a
5,4.768380165100098,-1.8240920305252075,-4.057076454162598,0.19126956164836884,0.19126956164836884,-0.9176806807518005,0.06803221255540848,0.6399731636047363,a,a
6,4.662649154663086,-4.746374607086182,0.424223929643631,0.5089783072471619,0.6480875611305237,-0.50929194688797,0.5089783072471619,-0.9806349873542786,c,c
7,3.7817516326904297,-3.3211634159088135,0.8236062526702881,0.4391038715839386,-0.48181024193763733,0.4391038715839386,-0.34149131178855896,1.1699981689453125,b,b
8,3.5742273330688477,4.5712456703186035,-0.3306088447570801,-0.6394732594490051,-0.6394732594490051,-0.5662252902984619,-0.809718906879425,0.44469839334487915,a,a
9,2.0588719844818115,0.050192780792713165,-1.6975980997085571,-0.012189389206469059,0.029338732361793518,0.15127505362033844,-0.012189389206469059,-0.5452654361724854,c,c
10,0.104595847427845,-2.843123435974121,-4.393125057220459,13.590994834899902,13.590994834899902,13.063274383544922,13.150867462158203,13.704154014587402,a,d
11,2.3014209270477295,4.586947441101074,-0.1838003545999527,-0.9965468049049377,-0.9965468049049377,-0.8668848872184753,-1.1130396127700806,-0.2184327244758606,a,a
12,1.6428008079528809,-4.700810432434082,-2.2845065593719482,1.4307305812835693,1.4307305812835693,1.727799892425537,2.114079475402832,1.4301718473434448,a,a
13,4.201014995574951,-2.628316879272461,4.616696357727051,0.3128192722797394,1.0644938945770264,0.2772614061832428,0.10023418068885803,0.3128192722797394,d,b
14,1.8558701276779175,4.406533718109131,-3.7869176864624023,-1.1871880292892456,-0.2996211647987366,-1.804678201675415,-1.1871880292892456,-2.1592516899108887,c,c
15,1.3511197566986084,-2.3168935775756836,-2.4901797771453857,0.8573976159095764,0.8573976159095764,0.30037474632263184,0.6906082630157471,0.6568724513053894,a,a
