,A,B,C,Y,option_a,option_b,option_c,option_d,model_answer
0,0.9175123572349548,3.29634165763855,1.1820964813232422,-1.7963472604751587,-1.2696964740753174,0.28546035289764404,-2.786013126373291,-2.3942182064056396,d
1,4.3161516189575195,2.100719690322876,-2.2809250354766846,-0.2433556616306305,0.6871523857116699,-0.7593024969100952,-0.4459114670753479,-0.5860361456871033,c
2,4.47943115234375,3.4006216526031494,-3.0758283138275146,-0.37958186864852905,-1.0211901664733887,0.32183998823165894,-0.757390022277832,-0.24687252938747406,d
3,4.866466999053955,1.5433058738708496,-1.1560992002487183,-0.15856531262397766,1.2194856405258179,0.3545226752758026,0.3092459738254547,0.48722776770591736,c
4,2.6072189807891846,-4.037506580352783,2.6858365535736084,0.7742936611175537,-0.2443169355392456,1.480088233947754,1.2244770526885986,0.9081788063049316,d
5,4.768380165100098,-1.8240920305252075,-4.057076454162598,0.19126956164836884,-0.9160477519035339,-0.21139313280582428,0.022122293710708618,-0.8204471468925476,c
6,4.662649154663086,-4.746374607086182,0.424223929643631,0.5089783072471619,-0.1669224500656128,-0.17071425914764404,1.089691162109375,-0.788969099521637,a
7,3.7817516326904297,-3.3211634159088135,0.8236062526702881,0.4391038715839386,2.0800182819366455,0.9302862882614136,-0.18417659401893616,0.6637763977050781,d
8,3.5742273330688477,4.5712456703186035,-0.3306088447570801,-0.6394732594490051,0.07153993844985962,-0.2789267599582672,-2.1252241134643555,-3.299281597137451,b
9,2.0588719844818115,0.050192780792713165,-1.6975980997085571,-0.012189389206469059,-0.21562498807907104,0.5124459266662598,-1.1392637491226196,-1.0987603664398193,a
10,0.104595847427845,-2.843123435974121,-4.393125057220459,13.590994834899902,14.063934326171875,13.634147644042969,13.108678817749023,14.534000396728516,d
11,2.3014209270477295,4.586947441101074,-0.1838003545999527,-0.9965468049049377,-1.7483861446380615,0.8941839337348938,-0.7501916885375977,0.2925007939338684,c
12,1.6428008079528809,-4.700810432434082,-2.2845065593719482,1.4307305812835693,4.190834045410156,3.0611588954925537,0.7925246357917786,1.4705463647842407,d
13,4.201014995574951,-2.628316879272461,4.616696357727051,0.3128192722797394,0.06709593534469604,-0.6735752820968628,0.8878153562545776,0.3472072184085846,d
14,1.8558701276779175,4.406533718109131,-3.7869176864624023,-1.1871880292892456,0.03721904754638672,-0.677700936794281,-1.7429149150848389,-1.230126142501831,d
15,1.3511197566986084,-2.3168935775756836,-2.4901797771453857,0.8573976159095764,1.5849969387054443,-0.27623242139816284,1.4650177955627441,1.385836124420166,d
